representation,candidate,seed,dose,dose_role,source_domain,target_domain,probe_contract,source_oof_primary_reference,transfer_degradation_source_minus_target,probe_selection_parameter,formal_hypothesis_status,evidence_level,target_id,semantic_family,target_kind,n_rows,n_log_clusters,uncertainty_contract,primary_metric,primary_point_estimate,ci95_lower,ci95_upper,mae,nrmse_sd,spearman,calibration_slope,auroc,macro_f1,class_support
A_seed3407,A,3407,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8771760367899443,1.203029451432927,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.32585341464298256,-0.7506186953598677,-0.023449677864567312,1.902103866489646,1.1514570832831688,0.5263947491795593,0.8945815000639895,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8160173319616622,23.070656169863682,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-22.254638837902018,-40.64153684152092,-12.973680610976029,0.473479296876115,4.822306381587758,-0.22494139709329586,-0.09209321384376874,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9045391831340385,94.7560967938411,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-93.85155761070706,-189.4856521538448,-52.20723367930935,0.04800106220659588,9.739176433903795,-0.11797937177684015,-0.008153981855536596,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8757503837050287,15.957538232899061,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-15.081787849194033,-28.69208748256955,-8.379915418889862,0.16494443654565227,4.010210449489407,-0.04409282700421942,0.004956316009502489,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9920400067731322,0.03151369098365853,1000.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9605263157894737,0.9176454427925017,0.9871794871794872,nan,nan,nan,nan,0.9835526315789473,0.7651663405088063,class_0=4; class_1=76
A_seed3407,A,3407,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9305133268927751,0.024314554183844872,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9061987727089302,0.8499543541319307,0.9442108355301231,5.088329632614888,0.3062698602394132,0.94537786501894,0.9171325316394991,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9599561583372879,0.147339009560838,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8126171487764499,0.7687167313896033,0.8547255496953062,3.20276548753604,0.43287740900115146,0.9325039150430816,1.393496914746016,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9340169640917381,0.12678668027984707,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.807230283811891,0.6722092993619541,0.8781057649123182,1.4878495967245609,0.4390554819018993,0.7324281417016076,1.0603220533775564,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9347647907517386,6.233354128678992,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-5.298589337927254,-8.816798692974801,-2.988873804045888,1.5952062330208006,2.509699053258628,0.6014767932489452,0.24989927255660976,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8581894307552587,0.8719628955503669,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.013773464795108215,-0.6333499973428346,0.31807076656317057,1.750963162870692,1.006863180772397,0.4569620253164557,0.5127354041056268,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8049638969976307,45.25745360213293,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-44.45248970513529,-77.76577836154901,-28.490085229997437,0.8496901859162135,6.741846164451936,-0.18764650726676046,-0.07171693485240356,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9287635835432378,30.212395951310324,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-29.283632367767087,-59.55547208653517,-15.177110525895818,0.02515069802407326,5.503056638611589,-0.11516643225503985,0.0006124296231162451,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8986717223865989,27.105566108540373,10.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-26.206894386153774,-48.55741632779737,-16.389144173499957,0.24355815856234814,5.216022851383396,-0.09714017815283639,-0.013504338070597853,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9910872573379136,0.07661357312738726,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9144736842105263,0.8571428571428572,0.9545454545454546,nan,nan,nan,nan,0.9473684210526316,0.643713600548133,class_0=4; class_1=76
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9294576575475852,0.013751799664238229,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.915705857883347,0.8662026930716445,0.9508491119514146,4.741068693936604,0.29033453483292854,0.9426243372567489,0.959772503996555,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.95991946293615,0.10316717612603443,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8567522868101156,0.8136675515047993,0.9000762653730356,2.6098135189634286,0.3784807963290666,0.9464406301201365,1.2803058301996855,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.93104928616859,0.14597321685296527,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7850760693156247,0.4935654360685904,0.9143703066739423,1.4045454966800766,0.46359888986533965,0.8305445379891929,0.9118843790495522,nan,nan,NOT_APPLICABLE
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9330512119600323,4.548140106453346,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-3.6150888944933133,-5.995983371099623,-2.020276583496986,1.3397326547551103,2.148275795723937,0.703750586029067,0.31226807957144653,nan,nan,NOT_APPLICABLE
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8831926489805876,4.927895277311081,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-4.044702628330493,-6.668896282966624,-2.6481810470504477,4.311025716061333,2.246041546439089,0.4319268635724332,0.7346172910437708,nan,nan,NOT_APPLICABLE
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.7797745537014693,8.568336472812287,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-7.788561919110819,-14.751816552869647,-4.7072088430806485,0.3327616015078415,2.9645508798316853,0.1722691045475856,0.014646350765476532,nan,nan,NOT_APPLICABLE
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9185202012187836,42.99956656121497,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-42.081046359996186,-87.80371600572514,-22.52881252338573,0.030448807481442963,6.56361534217204,-0.12557430848570092,-0.00869408409222624,nan,nan,NOT_APPLICABLE
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8692956229490172,34.349503316009645,10.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-33.48020769306063,-63.96206875541366,-18.635380633268404,0.2663276427995147,5.871984987468942,-0.20996249413970933,-0.004161717549320008,nan,nan,NOT_APPLICABLE
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9887239622106294,0.021618699052734724,100.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9671052631578947,0.9268252032520324,0.9930555555555556,nan,nan,nan,nan,1.0,0.7906855049712193,class_0=4; class_1=76
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9221272602522649,-0.005691230708204098,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.927818490960469,0.8897742959829401,0.9565650055538932,4.172334634168665,0.2686661665329876,0.9482763152949305,1.0305241591196423,nan,nan,NOT_APPLICABLE
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9522318553440059,0.17406049182243688,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.778171363521569,0.7249067663224558,0.8306228771764638,3.2018234211854533,0.4709868750596253,0.9451604812482406,1.4259890147210585,nan,nan,NOT_APPLICABLE
A_seed3409,A,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9254579440551862,0.03985009880926771,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8856078452459185,0.7856110455678708,0.9308499694177275,1.285100179579424,0.3382190928290144,0.7833517223449006,0.9631316528782687,nan,nan,NOT_APPLICABLE
