representation,candidate,seed,semantic_family,target_id,target_kind,primary_metric,point_estimate,ci95_lower,ci95_upper,gate,target_result,n_rows,n_scenario_groups,split_contract,evidence_level
A_seed3409,A,3409,longitudinal,ego13.rms_accel,continuous,R2,0.7797745537014693,0.705017189635221,0.8526831376959952,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
A_seed3409,A,3409,lateral,ego13.rms_yaw_rate,continuous,R2,0.9185202012187836,0.8958056852139478,0.936279982524882,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
A_seed3409,A,3409,lateral,ego13.heading_change_abs_total,continuous,R2,0.8692956229490172,0.8366933540483882,0.8966087813330776,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
A_seed3409,A,3409,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9887239622106294,0.9868248955362551,0.9905721623420369,BA>=0.60 AND log-cluster CI lower>0.50,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
A_seed3409,A,3409,interaction,raw33.mean_front_distance,continuous,R2,0.9221272602522649,0.9148638856155273,0.9288281767777313,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
A_seed3409,A,3409,interaction,raw33.mean_rel_speed,continuous,R2,0.9522318553440059,0.9482099836895008,0.9560573453531502,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
A_seed3409,A,3409,interaction,raw33.front_pressure_score,continuous,R2,0.9254579440551862,0.9205242329533544,0.9299232026069417,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,longitudinal,ego13.mean_speed,continuous,R2,0.988726412235566,0.9857157103885821,0.9910403053623272,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.779711059769675,0.7667007790452559,0.7909897539663464,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,longitudinal,ego13.rms_accel,continuous,R2,0.6549984506890302,0.5750807934868933,0.737454439738668,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,lateral,ego13.rms_yaw_rate,continuous,R2,0.9144113641093057,0.8911252355552033,0.933161564158937,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,lateral,ego13.heading_change_abs_total,continuous,R2,0.8136772381474595,0.7804649847643262,0.8497649657281794,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9916911607391723,0.9899770726065057,0.9932558989586028,BA>=0.60 AND log-cluster CI lower>0.50,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,interaction,raw33.mean_front_distance,continuous,R2,0.9371129114239463,0.9307897339349135,0.9430767375884198,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,interaction,raw33.mean_rel_speed,continuous,R2,0.9629940117289753,0.9595157885570642,0.9662118724185217,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3407,B,3407,interaction,raw33.front_pressure_score,continuous,R2,0.947799105288763,0.9439906070764463,0.9514520513521936,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,longitudinal,ego13.mean_speed,continuous,R2,0.9862556927470378,0.9834680194172376,0.9886162889963633,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.8933070007500663,0.8740253182106927,0.9070729814427713,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,longitudinal,ego13.rms_accel,continuous,R2,0.6197034729398466,0.5553503478386539,0.692162801415368,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,lateral,ego13.rms_yaw_rate,continuous,R2,0.8961048763514704,0.8679874288898185,0.9190102323136943,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,lateral,ego13.heading_change_abs_total,continuous,R2,0.7821898436472482,0.7423160697889236,0.8244599382714879,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9900126944898615,0.9883988226221654,0.9916865524553191,BA>=0.60 AND log-cluster CI lower>0.50,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,interaction,raw33.mean_front_distance,continuous,R2,0.9347786523477366,0.9284859761257976,0.940366029416616,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,interaction,raw33.mean_rel_speed,continuous,R2,0.9630323935758236,0.9598995858774942,0.9659261522870046,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3408,B,3408,interaction,raw33.front_pressure_score,continuous,R2,0.9384079313090523,0.9344682053014486,0.9420046615330875,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,longitudinal,ego13.mean_speed,continuous,R2,0.9878089923747602,0.9850388961917486,0.9902022921965407,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.8270040637341315,0.8062097581540082,0.8420206952235372,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,longitudinal,ego13.rms_accel,continuous,R2,0.636336639785037,0.5645435700358084,0.7168715511991731,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,lateral,ego13.rms_yaw_rate,continuous,R2,0.9366521546902096,0.9148473240738884,0.9545091117157515,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,lateral,ego13.heading_change_abs_total,continuous,R2,0.9011377862412762,0.8797922704932701,0.9179897620465732,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.98636924765079,0.9843404242537628,0.9884047631669964,BA>=0.60 AND log-cluster CI lower>0.50,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,interaction,raw33.mean_front_distance,continuous,R2,0.9390567147861557,0.93243490944469,0.9452552104103552,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,interaction,raw33.mean_rel_speed,continuous,R2,0.9653444702360163,0.9619344548630543,0.9685822933471011,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
B_seed3409,B,3409,interaction,raw33.front_pressure_score,continuous,R2,0.9480732118869497,0.944448187569257,0.9516149353495154,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,longitudinal,ego13.mean_speed,continuous,R2,0.9895997177778074,0.9858247522035848,0.9928471381774342,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.8982326772370824,0.8775110876760626,0.9128042819295885,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,longitudinal,ego13.rms_accel,continuous,R2,0.6235614624040083,0.5533632880848955,0.7007178262789011,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,lateral,ego13.rms_yaw_rate,continuous,R2,0.9198773897719654,0.8968112783291508,0.9378048214966925,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,lateral,ego13.heading_change_abs_total,continuous,R2,0.8181066066176717,0.7821147600732727,0.8542878688042002,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9905419699380127,0.9889469573865121,0.9921090984031918,BA>=0.60 AND log-cluster CI lower>0.50,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,interaction,raw33.mean_front_distance,continuous,R2,0.9415579768830545,0.9362784590610927,0.9465621296785258,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,interaction,raw33.mean_rel_speed,continuous,R2,0.9667963027903125,0.9638554338776256,0.969389293407728,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3407,C,3407,interaction,raw33.front_pressure_score,continuous,R2,0.9482771561173481,0.9446479699223087,0.9516092796084265,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,longitudinal,ego13.mean_speed,continuous,R2,0.9894953273194529,0.9851579497157289,0.9929851102899866,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.9127948126401422,0.8913441997483176,0.9279842280353631,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,longitudinal,ego13.rms_accel,continuous,R2,0.6429400860487352,0.5695060756253778,0.7249777781926944,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,lateral,ego13.rms_yaw_rate,continuous,R2,0.9097995939957749,0.8836378605911769,0.93058788684957,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,lateral,ego13.heading_change_abs_total,continuous,R2,0.8185948057671155,0.7851651259315643,0.8538498682038868,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.9925426901234252,0.9910767978794899,0.9939229279230782,BA>=0.60 AND log-cluster CI lower>0.50,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,interaction,raw33.mean_front_distance,continuous,R2,0.9391549300319181,0.9332697147728677,0.9445738580805365,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,interaction,raw33.mean_rel_speed,continuous,R2,0.9651703429214011,0.9622701775073934,0.9678899186344617,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3408,C,3408,interaction,raw33.front_pressure_score,continuous,R2,0.9422504606184756,0.9381780815686982,0.9461637696599616,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
C_seed3409,C,3409,longitudinal,ego13.mean_speed,continuous,R2,0.9913699346659731,0.9886011809665664,0.9936574937769969,R2>=0.10 AND log-cluster CI lower>0,SUPPORTED,16870,2486,five-fold grouped held-out by scenario_id; cluster bootstrap= scenario because log identity is unavailable,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
