global_row,shard_id,local_row,split
126115,26,1662,test
150945,31,4675,test
47918,10,233,test
144672,30,3403,test
54665,11,1978,test
121407,25,1958,test
61182,12,3493,test
133395,28,2144,test
138532,29,2279,test
23096,4,3090,test
11934,2,1928,test
5322,1,320,test
15563,3,557,test
36066,7,1047,test
157209,33,937,test
7866,1,2864,test
15761,3,755,test
11537,2,1531,test
62990,13,288,test
133832,28,2581,test
105315,22,883,test
40502,8,474,test
105311,22,879,test
148179,31,1909,test
28316,5,3299,test
119253,24,4805,test
42499,8,2471,test
62398,12,4709,test
9639,1,4637,test
26041,5,1024,test
93390,19,3963,test
107100,22,2668,test
159011,33,2739,test
34365,6,4347,test
65017,13,2315,test
2365,0,2365,test
3773,0,3773,test
97148,20,2721,test
143104,30,1835,test
57774,12,85,test
23962,4,3956,test
127098,27,848,test
155219,32,3948,test
140183,29,3930,test
162799,34,1519,test
61093,12,3404,test
118408,24,3960,test
44676,9,2004,test
108508,22,4076,test
144681,30,3412,test
42240,8,2212,test
82327,16,4606,test
103358,21,3927,test
17994,3,2988,test
30577,6,559,test
29517,5,4500,test
18264,3,3258,test
121027,25,1578,test
127268,27,1018,test
73303,15,582,test
147192,31,922,test
58973,12,1284,test
98682,20,4255,test
147087,31,817,test
120665,25,1216,test
38791,7,3772,test
69390,14,1680,test
78917,16,1196,test
151481,32,210,test
83079,17,349,test
40710,8,682,test
131243,27,4993,test
122720,25,3271,test
47062,9,4390,test
163967,34,2687,test
20041,4,35,test
57669,11,4982,test
69039,14,1329,test
151555,32,284,test
60544,12,2855,test
145178,30,3909,test
159543,33,3271,test
59991,12,2302,test
145268,30,3999,test
34361,6,4343,test
22303,4,2297,test
53605,11,918,test
81318,16,3597,test
145323,30,4054,test
143109,30,1840,test
150944,31,4674,test
105711,22,1279,test
148577,31,2307,test
150693,31,4423,test
137109,29,856,test
146599,31,329,test
137740,29,1487,test
69663,14,1953,test
162322,34,1042,test
17254,3,2248,test
55647,11,2960,test
40711,8,683,test
101791,21,2360,test
100236,21,805,test
118295,24,3847,test
70421,14,2711,test
94708,20,281,test
95762,20,1335,test
48574,10,889,test
113722,23,4283,test
133043,28,1792,test
147086,31,816,test
54759,11,2072,test
114146,23,4707,test
108698,22,4266,test
155732,32,4461,test
14766,2,4760,test
149882,31,3612,test
136438,29,185,test
62400,12,4711,test
133273,28,2022,test
123972,25,4523,test
51210,10,3525,test
127149,27,899,test
88214,18,3791,test
28434,5,3417,test
159763,33,3491,test
61088,12,3399,test
71488,14,3778,test
143373,30,2104,test
158447,33,2175,test
57351,11,4664,test
27866,5,2849,test
143217,30,1948,test
11532,2,1526,test
54830,11,2143,test
39603,7,4584,test
20725,4,719,test
77375,15,4654,test
121821,25,2372,test
76751,15,4030,test
47085,9,4413,test
78365,16,644,test
52692,11,5,test
42109,8,2081,test
36672,7,1653,test
46157,9,3485,test
91395,19,1968,test
25479,5,462,test
97762,20,3335,test
57543,11,4856,test
106944,22,2512,test
150664,31,4394,test
898,0,898,test
18424,3,3418,test
47077,9,4405,test
145899,30,4630,test
114959,24,511,test
132178,28,927,test
164534,34,3254,test
88951,18,4528,test
13805,2,3799,test
119748,25,299,test
17396,3,2390,test
29026,5,4009,test
79888,16,2167,test
86570,18,2147,test
85771,18,1348,test
143036,30,1767,test
35059,7,40,test
138890,29,2637,test
17759,3,2753,test
13150,2,3144,test
37406,7,2387,test
37601,7,2582,test
12826,2,2820,test
39434,7,4415,test
99333,20,4906,test
49064,10,1379,test
106275,22,1843,test
29538,5,4521,test
31318,6,1300,test
124585,26,132,test
14168,2,4162,test
113197,23,3758,test
60969,12,3280,test
155521,32,4250,test
58281,12,592,test
111613,23,2174,test
142203,30,934,test
100391,21,960,test
29951,5,4934,test
121924,25,2475,test
127140,27,890,test
124408,25,4959,test
134758,28,3507,test
121623,25,2174,test
91437,19,2010,test
11996,2,1990,test
40492,8,464,test
17925,3,2919,test
23373,4,3367,test
81084,16,3363,test
57680,11,4993,test
38761,7,3742,test
148581,31,2311,test
46668,9,3996,test
14765,2,4759,test
50896,10,3211,test
17492,3,2486,test
102875,21,3444,test
66773,13,4071,test
46850,9,4178,test
109825,23,386,test
43518,9,846,test
33146,6,3128,test
155892,32,4621,test
4441,0,4441,test
53073,11,386,test
79092,16,1371,test
32855,6,2837,test
72464,14,4754,test
63390,13,688,test
66377,13,3675,test
89453,19,26,test
32041,6,2023,test
30376,6,358,test
63442,13,740,test
40823,8,795,test
50299,10,2614,test
109432,22,5000,test
121406,25,1957,test
33675,6,3657,test
47012,9,4340,test
54760,11,2073,test
94003,19,4576,test
139476,29,3223,test
29545,5,4528,test
5412,1,410,test
127205,27,955,test
35058,7,39,test
121030,25,1581,test
124228,25,4779,test
20279,4,273,test
54820,11,2133,test
10417,2,411,test
78360,16,639,test
121925,25,2476,test
46499,9,3827,test
12537,2,2531,test
132169,28,918,test
128083,27,1833,test
72148,14,4438,test
58096,12,407,test
107908,22,3476,test
72860,15,139,test
120743,25,1294,test
160006,33,3734,test
112252,23,2813,test
121484,25,2035,test
84965,18,542,test
40250,8,222,test
14317,2,4311,test
135443,28,4192,test
42284,8,2256,test
128739,27,2489,test
19993,3,4987,test
42873,9,201,test
31837,6,1819,test
164499,34,3219,test
105486,22,1054,test
54070,11,1383,test
94780,20,353,test
900,0,900,test
27795,5,2778,test
118146,24,3698,test
50005,10,2320,test
56106,11,3419,test
34599,6,4581,test
154168,32,2897,test
162802,34,1522,test
43806,9,1134,test
133842,28,2591,test
23447,4,3441,test
43473,9,801,test
75636,15,2915,test
20038,4,32,test
9662,1,4660,test
4426,0,4426,test
160843,33,4571,test
100798,21,1367,test
88187,18,3764,test
49037,10,1352,test
21228,4,1222,test
124191,25,4742,test
48575,10,890,test
17090,3,2084,test
66359,13,3657,test
92405,19,2978,test
95646,20,1219,test
157712,33,1440,test
25487,5,470,test
26528,5,1511,test
54861,11,2174,test
56461,11,3774,test
135626,28,4375,test
102980,21,3549,test
98754,20,4327,test
2887,0,2887,test
49209,10,1524,test
136436,29,183,test
52695,11,8,test
99177,20,4750,test
13713,2,3707,test
57676,11,4989,test
161025,33,4753,test
81488,16,3767,test
12481,2,2475,test
31316,6,1298,test
92562,19,3135,test
37641,7,2622,test
53985,11,1298,test
150932,31,4662,test
39697,7,4678,test
12606,2,2600,test
53640,11,953,test
26166,5,1149,test
61175,12,3486,test
116718,24,2270,test
100834,21,1403,test
37750,7,2731,test
162125,34,845,test
62672,12,4983,test
28942,5,3925,test
82920,17,190,test
110686,23,1247,test
95731,20,1304,test
135997,28,4746,test
27523,5,2506,test
131719,28,468,test
48670,10,985,test
114026,23,4587,test
145230,30,3961,test
160978,33,4706,test
63440,13,738,test
105591,22,1159,test
35861,7,842,test
67563,13,4861,test
2894,0,2894,test
162261,34,981,test
49040,10,1355,test
121870,25,2421,test
143456,30,2187,test
34041,6,4023,test
93257,19,3830,test
45891,9,3219,test
82298,16,4577,test
84632,18,209,test
52804,11,117,test
158824,33,2552,test
88190,18,3767,test
73762,15,1041,test
83162,17,432,test
22026,4,2020,test
141021,29,4768,test
69382,14,1672,test
158858,33,2586,test
107988,22,3556,test
120565,25,1116,test
125682,26,1229,test
99452,21,21,test
78359,16,638,test
98939,20,4512,test
75353,15,2632,test
93498,19,4071,test
11746,2,1740,test
75217,15,2496,test
93814,19,4387,test
89353,18,4930,test
17183,3,2177,test
101988,21,2557,test
110821,23,1382,test
154829,32,3558,test
52802,11,115,test
57042,11,4355,test
83166,17,436,test
104280,21,4849,test
156731,33,459,test
5077,1,75,test
99111,20,4684,test
137739,29,1486,test
61951,12,4262,test
36509,7,1490,test
51934,10,4249,test
34545,6,4527,test
93566,19,4139,test
102593,21,3162,test
83727,17,997,test
134425,28,3174,test
88510,18,4087,test
153918,32,2647,test
67781,14,71,test
71171,14,3461,test
42241,8,2213,test
154322,32,3051,test
54162,11,1475,test
41189,8,1161,test
25490,5,473,test
137678,29,1425,test
79075,16,1354,test
124735,26,282,test
105134,22,702,test
148573,31,2303,test
133126,28,1875,test
141415,30,146,test
31312,6,1294,test
87961,18,3538,test
157378,33,1106,test
148366,31,2096,test
79960,16,2239,test
130210,27,3960,test
42063,8,2035,test
99046,20,4619,test
122267,25,2818,test
34192,6,4174,test
142548,30,1279,test
18076,3,3070,test
78963,16,1242,test
21229,4,1223,test
163004,34,1724,test
47598,9,4926,test
121410,25,1961,test
52781,11,94,test
153123,32,1852,test
75261,15,2540,test
43516,9,844,test
120742,25,1293,test
159805,33,3533,test
69661,14,1951,test
65273,13,2571,test
149108,31,2838,test
138690,29,2437,test
84158,17,1428,test
114365,23,4926,test
115337,24,889,test
22322,4,2316,test
98637,20,4210,test
27271,5,2254,test
36912,7,1893,test
901,0,901,test
128160,27,1910,test
51999,10,4314,test
117397,24,2949,test
140996,29,4743,test
8014,1,3012,test
125833,26,1380,test
23959,4,3953,test
79296,16,1575,test
78366,16,645,test
18074,3,3068,test
146232,30,4963,test
115996,24,1548,test
6346,1,1344,test
56138,11,3451,test
50400,10,2715,test
133146,28,1895,test
12729,2,2723,test
139598,29,3345,test
40434,8,406,test
13584,2,3578,test
52694,11,7,test
7610,1,2608,test
5071,1,69,test
137283,29,1030,test
143372,30,2103,test
143772,30,2503,test
163773,34,2493,test
152426,32,1155,test
15151,3,145,test
133280,28,2029,test
130395,27,4145,test
23457,4,3451,test
114180,23,4741,test
53704,11,1017,test
141564,30,295,test
131865,28,614,test
56136,11,3449,test
28108,5,3091,test
72857,15,136,test
78965,16,1244,test
541,0,541,test
49035,10,1350,test
77288,15,4567,test
136441,29,188,test
110026,23,587,test
36653,7,1634,test
89667,19,240,test
41223,8,1195,test
86508,18,2085,test
147784,31,1514,test
85417,18,994,test
60864,12,3175,test
162784,34,1504,test
124231,25,4782,test
95727,20,1300,test
98053,20,3626,test
35046,7,27,test
102607,21,3176,test
135646,28,4395,test
131384,28,133,test
28586,5,3569,test
70417,14,2707,test
78367,16,646,test
98036,20,3609,test
81495,16,3774,test
28036,5,3019,test
55145,11,2458,test
2546,0,2546,test
114485,24,37,test
112095,23,2656,test
74400,15,1679,test
151730,32,459,test
902,0,902,test
90328,19,901,test
38805,7,3786,test
75727,15,3006,test
26283,5,1266,test
14864,2,4858,test
110684,23,1245,test
44944,9,2272,test
33107,6,3089,test
38497,7,3478,test
127864,27,1614,test
153731,32,2460,test
19914,3,4908,test
61094,12,3405,test
54075,11,1388,test
14173,2,4167,test
88504,18,4081,test
108006,22,3574,test
81499,16,3778,test
26785,5,1768,test
148669,31,2399,test
47083,9,4411,test
104095,21,4664,test
119885,25,436,test
106198,22,1766,test
102564,21,3133,test
13916,2,3910,test
60542,12,2853,test
69662,14,1952,test
102901,21,3470,test
97255,20,2828,test
110237,23,798,test
114011,23,4572,test
52005,10,4320,test
157348,33,1076,test
163556,34,2276,test
9891,1,4889,test
76790,15,4069,test
34668,6,4650,test
21092,4,1086,test
55133,11,2446,test
147948,31,1678,test
98924,20,4497,test
109267,22,4835,test
11876,2,1870,test
63568,13,866,test
120747,25,1298,test
21351,4,1345,test
149537,31,3267,test
22614,4,2608,test
113727,23,4288,test
90810,19,1383,test
81175,16,3454,test
109524,23,85,test
113685,23,4246,test
73748,15,1027,test
15148,3,142,test
17018,3,2012,test
87407,18,2984,test
70626,14,2916,test
41215,8,1187,test
12950,2,2944,test
81035,16,3314,test
101158,21,1727,test
57710,12,21,test
4688,0,4688,test
36339,7,1320,test
115,0,115,test
65342,13,2640,test
109639,23,200,test
125137,26,684,test
158450,33,2178,test
49836,10,2151,test
107285,22,2853,test
43770,9,1098,test
108913,22,4481,test
62673,12,4984,test
154125,32,2854,test
23454,4,3448,test
67413,13,4711,test
76745,15,4024,test
65019,13,2317,test
143451,30,2182,test
11260,2,1254,test
19411,3,4405,test
25492,5,475,test
133015,28,1764,test
14866,2,4860,test
33420,6,3402,test
104247,21,4816,test
67234,13,4532,test
20652,4,646,test
20727,4,721,test
157641,33,1369,test
13798,2,3792,test
23095,4,3089,test
76746,15,4025,test
162966,34,1686,test
74795,15,2074,test
30039,6,21,test
151220,31,4950,test
124187,25,4738,test
2653,0,2653,test
161487,34,207,test
122541,25,3092,test
87586,18,3163,test
92565,19,3138,test
20057,4,51,test
162018,34,738,test
155133,32,3862,test
151556,32,285,test
75189,15,2468,test
44029,9,1357,test
158768,33,2496,test
102309,21,2878,test
79142,16,1421,test
34698,6,4680,test
132166,28,915,test
76201,15,3480,test
80505,16,2784,test
57464,11,4777,test
57045,11,4358,test
80523,16,2802,test
160830,33,4558,test
98054,20,3627,test
67024,13,4322,test
105860,22,1428,test
92326,19,2899,test
114145,23,4706,test
50505,10,2820,test
78449,16,728,test
27815,5,2798,test
133276,28,2025,test
94710,20,283,test
6489,1,1487,test
160005,33,3733,test
91939,19,2512,test
109829,23,390,test
150920,31,4650,test
108682,22,4250,test
61167,12,3478,test
53731,11,1044,test
40526,8,498,test
58240,12,551,test
160600,33,4328,test
21230,4,1224,test
120015,25,566,test
73069,15,348,test
116218,24,1770,test
98912,20,4485,test
150819,31,4549,test
32711,6,2693,test
60285,12,2596,test
34353,6,4335,test
125875,26,1422,test
124457,26,4,test
132467,28,1216,test
101985,21,2554,test
11750,2,1744,test
77620,15,4899,test
65187,13,2485,test
13709,2,3703,test
100638,21,1207,test
98051,20,3624,test
111957,23,2518,test
93262,19,3835,test
11651,2,1645,test
26436,5,1419,test
70130,14,2420,test
163833,34,2553,test
31186,6,1168,test
160561,33,4289,test
128458,27,2208,test
65370,13,2668,test
62665,12,4976,test
60294,12,2605,test
87827,18,3404,test
135995,28,4744,test
87740,18,3317,test
74270,15,1549,test
101155,21,1724,test
33300,6,3282,test
76616,15,3895,test
150661,31,4391,test
10410,2,404,test
134639,28,3388,test
56605,11,3918,test
48533,10,848,test
105184,22,752,test
105143,22,711,test
3669,0,3669,test
11648,2,1642,test
116670,24,2222,test
35343,7,324,test
129011,27,2761,test
88975,18,4552,test
144882,30,3613,test
98033,20,3606,test
40818,8,790,test
30112,6,94,test
50604,10,2919,test
6643,1,1641,test
42111,8,2083,test
29639,5,4622,test
85167,18,744,test
36067,7,1048,test
122544,25,3095,test
106199,22,1767,test
120670,25,1221,test
159006,33,2734,test
10018,2,12,test
115331,24,883,test
16062,3,1056,test
132031,28,780,test
18000,3,2994,test
87408,18,2985,test
3455,0,3455,test
35690,7,671,test
137244,29,991,test
147514,31,1244,test
93389,19,3962,test
22024,4,2018,test
109514,23,75,test
64049,13,1347,test
23363,4,3357,test
59092,12,1403,test
106554,22,2122,test
60458,12,2769,test
60284,12,2595,test
81333,16,3612,test
48214,10,529,test
137271,29,1018,test
11533,2,1527,test
104252,21,4821,test
160606,33,4334,test
110233,23,794,test
9885,1,4883,test
26162,5,1145,test
89270,18,4847,test
163836,34,2556,test
73304,15,583,test
113113,23,3674,test
103512,21,4081,test
51792,10,4107,test
50300,10,2615,test
85385,18,962,test
142492,30,1223,test
140666,29,4413,test
34038,6,4020,test
88944,18,4521,test
13140,2,3134,test
34722,6,4704,test
105588,22,1156,test
128322,27,2072,test
34690,6,4672,test
57674,11,4987,test
66138,13,3436,test
76196,15,3475,test
10939,2,933,test
98638,20,4211,test
88941,18,4518,test
99134,20,4707,test
132130,28,879,test
66515,13,3813,test
12538,2,2532,test
73761,15,1040,test
63148,13,446,test
80574,16,2853,test
81185,16,3464,test
37651,7,2632,test
28587,5,3570,test
154697,32,3426,test
84162,17,1432,test
112247,23,2808,test
154326,32,3055,test
125872,26,1419,test
60746,12,3057,test
60747,12,3058,test
148185,31,1915,test
124730,26,277,test
27382,5,2365,test
85255,18,832,test
98759,20,4332,test
13500,2,3494,test
32354,6,2336,test
55519,11,2832,test
159269,33,2997,test
108997,22,4565,test
98755,20,4328,test
1826,0,1826,test
111616,23,2177,test
143764,30,2495,test
43513,9,841,test
126369,27,119,test
38759,7,3740,test
40732,8,704,test
147194,31,924,test
159005,33,2733,test
42480,8,2452,test
23360,4,3354,test
159542,33,3270,test
90300,19,873,test
105908,22,1476,test
87829,18,3406,test
39654,7,4635,test
99170,20,4743,test
26205,5,1188,test
163837,34,2557,test
56452,11,3765,test
111410,23,1971,test
149862,31,3592,test
54509,11,1822,test
160515,33,4243,test
164126,34,2846,test
86507,18,2084,test
116668,24,2220,test
40244,8,216,test
44030,9,1358,test
95525,20,1098,test
12845,2,2839,test
119159,24,4711,test
105041,22,609,test
146138,30,4869,test
85033,18,610,test
21223,4,1217,test
88680,18,4257,test
60282,12,2593,test
36338,7,1319,test
48058,10,373,test
49061,10,1376,test
80703,16,2982,test
132682,28,1431,test
62667,12,4978,test
51971,10,4286,test
71571,14,3861,test
12949,2,2943,test
132135,28,884,test
51293,10,3608,test
92444,19,3017,test
127058,27,808,test
149270,31,3000,test
163565,34,2285,test
118289,24,3841,test
98627,20,4200,test
34705,6,4687,test
13951,2,3945,test
17285,3,2279,test
50879,10,3194,test
112324,23,2885,test
18081,3,3075,test
104284,21,4853,test
19147,3,4141,test
29947,5,4930,test
6490,1,1488,test
150722,31,4452,test
148703,31,2433,test
56356,11,3669,test
16759,3,1753,test
152640,32,1369,test
95562,20,1135,test
108220,22,3788,test
147108,31,838,test
133268,28,2017,test
14103,2,4097,test
75630,15,2909,test
102902,21,3471,test
136439,29,186,test
26158,5,1141,test
59777,12,2088,test
118418,24,3970,test
38758,7,3739,test
143739,30,2470,test
12644,2,2638,test
112221,23,2782,test
44934,9,2262,test
74768,15,2047,test
150575,31,4305,test
14040,2,4034,test
12605,2,2599,test
104905,22,473,test
105512,22,1080,test
145331,30,4062,test
92210,19,2783,test
148570,31,2300,test
42368,8,2340,test
105712,22,1280,test
38411,7,3392,test
97374,20,2947,test
54862,11,2175,test
145233,30,3964,test
22603,4,2597,test
148544,31,2274,test
25335,5,318,test
97831,20,3404,test
63332,13,630,test
546,0,546,test
12645,2,2639,test
29394,5,4377,test
155243,32,3972,test
154091,32,2820,test
98640,20,4213,test
88625,18,4202,test
69910,14,2200,test
142497,30,1228,test
106857,22,2425,test
1417,0,1417,test
83310,17,580,test
64443,13,1741,test
23359,4,3353,test
146606,31,336,test
50307,10,2622,test
76776,15,4055,test
144671,30,3402,test
96087,20,1660,test
88160,18,3737,test
11676,2,1670,test
117532,24,3084,test
83157,17,427,test
34699,6,4681,test
12851,2,2845,test
31303,6,1285,test
125141,26,688,test
67368,13,4666,test
46674,9,4002,test
68279,14,569,test
135786,28,4535,test
57707,12,18,test
79369,16,1648,test
50052,10,2367,test
25776,5,759,test
75425,15,2704,test
15129,3,123,test
118801,24,4353,test
150940,31,4670,test
34726,6,4708,test
19511,3,4505,test
25340,5,323,test
3133,0,3133,test
5708,1,706,test
159578,33,3306,test
158508,33,2236,test
157708,33,1436,test
58101,12,412,test
164127,34,2847,test
79773,16,2052,test
22765,4,2759,test
150631,31,4361,test
40311,8,283,test
133153,28,1902,test
113102,23,3663,test
66409,13,3707,test
75507,15,2786,test
3540,0,3540,test
75188,15,2467,test
81814,16,4093,test
29106,5,4089,test
82937,17,207,test
137285,29,1032,test
54158,11,1471,test
124578,26,125,test
17750,3,2744,test
15104,3,98,test
124308,25,4859,test
127138,27,888,test
70635,14,2925,test
39433,7,4414,test
93297,19,3870,test
74766,15,2045,test
126387,27,137,test
82611,16,4890,test
23924,4,3918,test
142545,30,1276,test
98010,20,3583,test
111412,23,1973,test
28133,5,3116,test
104497,22,65,test
19645,3,4639,test
147088,31,818,test
22021,4,2015,test
136483,29,230,test
130673,27,4423,test
49210,10,1525,test
10942,2,936,test
155221,32,3950,test
133016,28,1765,test
13094,2,3088,test
142763,30,1494,test
131386,28,135,test
76989,15,4268,test
144139,30,2870,test
101794,21,2363,test
163974,34,2694,test
133266,28,2015,test
47013,9,4341,test
109491,23,52,test
95647,20,1220,test
47557,9,4885,test
37670,7,2651,test
95708,20,1281,test
26781,5,1764,test
130429,27,4179,test
18068,3,3062,test
96911,20,2484,test
159456,33,3184,test
60748,12,3059,test
81489,16,3768,test
132025,28,774,test
61592,12,3903,test
148956,31,2686,test
15569,3,563,test
8301,1,3299,test
2598,0,2598,test
91810,19,2383,test
42371,8,2343,test
102493,21,3062,test
54166,11,1479,test
123497,25,4048,test
9816,1,4814,test
46675,9,4003,test
22025,4,2019,test
122275,25,2826,test
320,0,320,test
101084,21,1653,test
34053,6,4035,test
29029,5,4012,test
145264,30,3995,test
104155,21,4724,test
25586,5,569,test
31307,6,1289,test
62194,12,4505,test
718,0,718,test
149424,31,3154,test
17257,3,2251,test
46490,9,3818,test
111387,23,1948,test
116717,24,2269,test
11070,2,1064,test
87820,18,3397,test
10014,2,8,test
124576,26,123,test
109504,23,65,test
68821,14,1111,test
90994,19,1567,test
140507,29,4254,test
38631,7,3612,test
105410,22,978,test
116028,24,1580,test
105513,22,1081,test
68137,14,427,test
45217,9,2545,test
114081,23,4642,test
29726,5,4709,test
142153,30,884,test
96069,20,1642,test
105879,22,1447,test
14963,2,4957,test
40575,8,547,test
118484,24,4036,test
71386,14,3676,test
104096,21,4665,test
37675,7,2656,test
53703,11,1016,test
48524,10,839,test
36353,7,1334,test
81360,16,3639,test
81868,16,4147,test
163290,34,2010,test
40728,8,700,test
115119,24,671,test
149506,31,3236,test
122960,25,3511,test
79066,16,1345,test
84569,18,146,test
62195,12,4506,test
32568,6,2550,test
30502,6,484,test
135625,28,4374,test
46852,9,4180,test
100390,21,959,test
51568,10,3883,test
89889,19,462,test
48427,10,742,test
40304,8,276,test
46667,9,3995,test
90324,19,897,test
52805,11,118,test
66413,13,3711,test
118304,24,3856,test
159540,33,3268,test
46503,9,3831,test
106580,22,2148,test
81451,16,3730,test
11915,2,1909,test
12626,2,2620,test
97256,20,2829,test
44644,9,1972,test
17491,3,2485,test
9911,1,4909,test
89268,18,4845,test
9369,1,4367,test
24931,4,4925,test
74269,15,1548,test
92401,19,2974,test
70512,14,2802,test
82434,16,4713,test
57382,11,4695,test
155887,32,4616,test
104105,21,4674,test
80941,16,3220,test
53701,11,1014,test
129599,27,3349,test
148359,31,2089,test
126334,27,84,test
51680,10,3995,test
132470,28,1219,test
114535,24,87,test
89890,19,463,test
76747,15,4026,test
134124,28,2873,test
66142,13,3440,test
81449,16,3728,test
61718,12,4029,test
93874,19,4447,test
52142,10,4457,test
69102,14,1392,test
41566,8,1538,test
122887,25,3438,test
160325,33,4053,test
97764,20,3337,test
44641,9,1969,test
133149,28,1898,test
122737,25,3288,test
92662,19,3235,test
55883,11,3196,test
10655,2,649,test
146140,30,4871,test
79964,16,2243,test
15130,3,124,test
121044,25,1595,test
96074,20,1647,test
81869,16,4148,test
3668,0,3668,test
88213,18,3790,test
63159,13,457,test
55645,11,2958,test
103347,21,3916,test
23964,4,3958,test
121828,25,2379,test
